,Unnamed: 0,Unnamed: 0.1,EVENT_ID,osm,forest,forest_year,BEGIN_LAT,BEGIN_LON,BEGIN_DATE,precip2,precip1
197,197,197,207602,1,0,1,33.8786,-116.5602,12/2009/13,5.9,6.5
198,198,198,202341,8,0,8,36.93,-90.75,12/2009/24,9.2,89.5
199,199,199,202355,41,0,8,36.6,-89.53,12/2009/24,11,84.1
200,200,200,161775,22,0,8,39.47,-92.22,03/2009/24,15.4,50.5
201,201,201,157247,7,0,1,40.1878,-87.4263,03/2009/9,67.4,0.3
202,202,202,156281,5,0,2,38.9967,-87.5939,02/2009/11,6.3,52.2
203,203,203,161516,964,0,7,42.9998,-78.1939,03/2009/8,11.5,24.4
204,204,204,145886,2,0,8,37.87,-83.92,01/2009/28,65.7,56.9
205,205,205,157252,15,0,1,39.7377,-87.3858,03/2009/11,43.5,4.3
206,206,206,156282,207,0,8,38.6979,-87.5155,02/2009/14,0,0.1
207,207,207,156283,10,0,8,38.6955,-87.526,02/2009/13,0,0
208,208,208,156284,1,0,8,38.3803,-87.7821,02/2009/13,0,0
209,209,209,161517,68,0,7,43.0991,-78.6474,03/2009/10,11.4,7.2
210,210,210,156883,2,0,8,38.9789,-86.9667,02/2009/11,7.5,19.7
211,211,211,156903,2,0,8,38.9218,-87.1003,02/2009/11,1.6,12.5
212,212,212,156904,17,0,8,38.8204,-87.2448,02/2009/11,1.6,10.3
213,213,213,207930,4,0,8,38.001,-90.0577,12/2009/24,16.6,72.6
214,214,214,160969,8,0,8,31.25,-90.47,03/2009/27,48.1,71.6
215,215,215,157302,2,0,8,39.1355,-87.6621,03/2009/11,14.6,8.6
216,216,216,155392,3,0,8,33.93,-89.33,02/2009/27,0.5,32.6
217,217,217,163358,4,0,8,31.2282,-83.9081,03/2009/31,0,35.9
218,218,218,207933,0,0,8,37.6208,-90.1593,12/2009/24,15.3,91.7
219,219,219,157251,15,0,1,39.7377,-87.3858,03/2009/11,43.5,4.3
220,220,220,174915,5,0,8,37.4197,-86.4852,05/2009/27,1.3,9.3
221,221,221,174917,6,0,8,37.4231,-86.8929,05/2009/27,1.7,7.5
222,222,222,159214,14,0,8,38.05,-93.7,03/2009/24,3.6,31.8
223,223,223,159215,21,0,8,36.87,-94.37,03/2009/24,0.7,9.9
224,224,224,144656,10,0,8,36.88,-83.87,01/2009/7,75.1,35.9
225,225,225,157250,6,0,8,39.8175,-87.388,03/2009/9,54,0.1
226,226,226,148698,5,0,8,41.7424,-96.7394,02/2009/10,7.5,0
227,227,227,153235,52,0,8,46.4402,-97.6949,03/2009/27,2.1,0.3
228,228,228,202351,5,0,8,36.93,-90.28,12/2009/24,15.9,129.6
229,229,229,159216,2,0,8,38.29,-93.38,03/2009/24,3,35.4
230,230,230,159219,305,0,8,37.16,-93.33,03/2009/24,1,33.8
231,231,231,156682,18,0,8,40.121,-85.6869,02/2009/12,25.7,0.3
232,232,232,156697,904,0,7,39.9209,-86.072,02/2009/12,15.4,0.1
233,233,233,161518,932,0,8,42.9805,-78.7681,03/2009/9,18.4,1.4
234,234,234,161519,52,0,8,43.0986,-77.8738,03/2009/9,6.3,3.8
235,235,235,202356,7,0,8,37.4144,-90.0467,12/2009/24,12.1,110.4
236,236,236,202361,7,0,8,36.58,-90.98,12/2009/24,29.1,145.7
237,237,237,204159,26,0,8,37.3074,-89.5118,12/2009/29,0,0.1
238,238,238,156699,251,0,7,39.9008,-86.1181,02/2009/12,32.3,0.8
239,239,239,156910,8,0,8,40.4031,-86.9451,02/2009/28,5.7,0
240,240,240,157248,7,0,1,40.1878,-87.4263,03/2009/9,67.4,0.3
241,241,241,197709,17,0,8,38.5157,-87.2872,10/2009/10,15.6,0.2
242,242,242,157245,87,0,5,40.4715,-86.8852,03/2009/8,36.1,65.9
243,243,243,156905,17,0,8,38.8204,-87.2448,02/2009/11,1.6,10.3
244,244,244,156906,5,0,7,38.5084,-87.3715,02/2009/11,5.8,11.5
245,245,245,156907,7,0,8,38.4908,-87.541,02/2009/12,9.9,0
246,246,246,153231,15,0,8,47.7851,-96.6276,03/2009/24,14.8,26.9
247,247,247,153233,639,0,8,46.8772,-96.78,03/2009/27,1.9,0.4
248,248,248,202337,2,0,8,37.38,-89.8157,12/2009/24,10.6,97.9
249,249,249,156059,3,0,7,39.3843,-87.5322,02/2009/11,6.3,53.4
250,250,250,161515,471,0,7,42.8558,-78.7563,03/2009/8,12.5,18.4
251,251,251,156387,14,0,8,37.2851,-89.525,03/2009/31,0,11.1
252,252,252,159222,1,0,6,37.5903,-94.2311,03/2009/24,0.7,23.7
253,253,253,157045,31,0,8,31.7093,-81.7333,03/2009/28,0.8,19.6
254,254,254,157049,38,0,8,31.85,-81.6,03/2009/28,0.7,20.9
255,255,255,156868,133,0,8,39.4919,-86.358,02/2009/11,8.4,29.9
256,256,256,156869,12,0,8,39.5044,-86.4209,02/2009/11,8.4,29.9
257,257,257,161520,4,0,8,43.004,-77.7827,03/2009/9,21.5,19.2
258,258,258,156872,61,0,8,39.2817,-86.7498,02/2009/11,6.1,14.1
259,259,259,163351,54,0,8,30.4326,-83.6273,03/2009/31,0,42.4
260,260,260,161521,51,0,8,42.0736,-78.4623,03/2009/11,18.5,10.4
261,261,261,156062,26,0,8,40.3001,-87.2479,02/2009/11,6.8,65.9
262,262,262,161499,23,0,8,31.08,-88.23,03/2009/28,116.6,47
263,263,263,161500,340,0,8,30.7,-88.08,03/2009/28,79.3,70.1
264,264,264,161501,37,0,8,30.47,-88.2996,03/2009/28,55.2,59
265,265,265,161506,171,0,8,30.62,-87.75,03/2009/28,51.1,78.6
266,266,266,163756,3,0,8,29.9359,-100.0019,05/2009/27,1.2,17.9
267,267,267,149949,0,0,0,36.7555,-116.9948,02/2009/7,5,16.4
268,268,268,149952,3,0,0,34.0232,-115.2699,02/2009/7,0,12.1
269,269,269,161512,485,0,8,42.8313,-78.779,03/2009/7,5.7,11
270,270,270,172988,62,0,8,30.35,-81.81,05/2009/20,51.8,29
271,271,271,156275,3,0,7,39.7328,-87.3568,02/2009/11,1.2,36.1
272,272,272,156276,3,0,7,39.7328,-87.3568,02/2009/11,1.2,36.1
273,273,273,171743,0,0,0,39.904,-101.995,05/2009/21,1,6.6
274,274,274,171408,4,0,8,35.2,-77.55,06/2009/9,7.8,7.9
275,275,275,172990,2234,0,8,30.3329,-81.6521,05/2009/21,29,53.3
276,276,276,173002,1,0,7,43.7234,-100.23,02/2009/10,10.5,7.2
277,277,277,156279,6,0,8,39.5099,-87.4275,02/2009/11,6.3,53.4
278,278,278,162996,18,0,8,39.1257,-88.6121,04/2009/30,2.4,17.6
279,279,279,163696,15,0,8,29.3113,-98.1924,05/2009/27,0,1.2
280,280,280,162757,8,0,8,41.3571,-87.3569,04/2009/5,0,18.6
281,281,281,162759,272,0,8,41.5701,-87.3405,04/2009/5,0,18.3
282,282,282,162768,239,0,7,41.9257,-88.1311,04/2009/26,16.8,9.4
283,283,283,171686,50,0,7,40.9806,-117.7483,05/2009/31,0.4,1
284,284,284,164101,1,0,8,41.5418,-117.8013,06/2009/5,0,1
285,285,285,163697,5,0,8,29.3643,-98.0738,05/2009/27,0,1.2
286,286,286,162769,15,0,8,40.8972,-88.6521,04/2009/27,3.3,13.7
287,287,287,162771,272,0,6,42.084,-87.9675,04/2009/27,17.3,8.4
288,288,288,162772,34,0,7,41.1407,-87.9037,04/2009/27,3.5,12.9
289,289,289,162773,22,0,7,41.1466,-88.8588,04/2009/27,6.2,17.8
290,290,290,172972,53,0,8,29.6439,-81.2054,05/2009/18,4,107.5
291,291,291,159196,103,0,7,41.5678,-88.0886,03/2009/8,10.5,8.2
292,292,292,172983,820,0,8,29.8913,-81.3186,05/2009/19,92.6,89.7
293,293,293,157367,21,0,8,40.6312,-91.1845,04/2009/30,1.7,19.4
294,294,294,157373,3,0,0,41.0692,-90.85,04/2009/30,0,19.9
295,295,295,164712,6,0,8,41.35,-92.4113,04/2009/30,0.9,8.4
296,296,296,164715,59,0,8,41.4426,-90.4321,04/2009/1,3.7,0.1
297,297,297,159197,300,0,8,41.6434,-88.0049,03/2009/8,10.5,8.2
298,298,298,159199,75,0,8,41.6483,-87.7986,03/2009/8,13.1,9.9
299,299,299,159201,2984,0,8,41.6976,-87.6721,03/2009/8,11.7,9.2
300,300,300,159202,339,0,8,41.7304,-88.0307,03/2009/8,10.6,9.6
301,301,301,159282,24,0,6,41.1688,-87.9305,03/2009/10,0.1,15.2
302,302,302,159295,2,0,0,40.9293,-87.876,03/2009/10,0.3,40.9
303,303,303,159300,2,0,0,40.6436,-87.7037,03/2009/10,0,46.1
304,304,304,160326,7,0,0,41.461,-88.5956,03/2009/10,0.7,17.4
305,305,305,162744,113,0,8,42.1196,-87.8007,03/2009/10,0.3,34.5
306,306,306,159138,5,0,8,40.6,-94.68,05/2009/15,0,35.3
307,307,307,176140,5,0,4,40.3717,-86.722,05/2009/1,18.2,1.5
308,308,308,176149,14,0,5,40.3486,-86.6986,05/2009/1,18.2,1.5
309,309,309,159139,3,0,8,40.62,-94.48,05/2009/15,0,35.3
310,310,310,156067,20,0,7,40.2762,-85.6604,02/2009/11,1.5,16.2
311,311,311,156068,42,0,7,39.7164,-85.913,02/2009/11,8.5,36.5
312,312,312,156069,102,0,7,39.8319,-86.4125,02/2009/11,8.1,28.6
313,313,313,157656,6,0,6,44.37,-97.13,03/2009/22,0,21.7
314,314,314,157657,6,0,6,44.37,-97.13,03/2009/22,0,21.7
315,315,315,156223,21,0,8,39.5207,-85.8152,02/2009/11,3.9,19.2
316,316,316,156233,6,0,8,38.7916,-86.447,02/2009/15,0,0
317,317,317,160978,4,0,8,31.1,-91.3,03/2009/27,82.6,127.7
318,318,318,160980,36,0,8,30.32,-89.33,03/2009/28,20.6,5.6
319,319,319,160984,17,0,8,31.0871,-90.0124,03/2009/28,225.5,11.5
320,320,320,160985,11,0,8,31.2879,-90.3035,03/2009/28,71.6,11.3
321,321,321,160994,282,0,8,29.9,-90.13,03/2009/27,17.5,16.7
322,322,322,160995,99,0,8,29.97,-90.38,03/2009/27,27.8,33.2
323,323,323,156237,1,0,8,39.4054,-86.9985,02/2009/11,1.6,19.6
324,324,324,156063,43,0,8,39.4473,-87.5025,02/2009/11,6.3,53.4
325,325,325,165233,3,0,8,30.6917,-101.8197,04/2009/26,0,3.7
326,326,326,161514,142,0,8,35.116,-80.613,03/2009/1,42.7,76.9
327,327,327,161058,0,0,8,30.7077,-87.2919,03/2009/28,66.4,83.2
328,328,328,161061,2,0,8,30.9494,-86.667,03/2009/28,99.8,62.9
329,329,329,161062,13,0,8,30.821,-86.4652,03/2009/28,99.8,62.9
330,330,330,161495,4,0,8,30.97,-86.47,03/2009/28,70.7,87.2
331,331,331,161510,18,0,8,30.92,-88.58,03/2009/28,109.1,20.3
332,332,332,159795,43,0,8,36.5254,-93.9427,04/2009/12,0,22.8
333,333,333,159796,4,0,8,36.52,-94.48,04/2009/12,0,22.5
334,334,334,157307,3,0,8,39.0555,-87.5797,03/2009/11,20.3,8.8
335,335,335,156064,139,0,8,39.7598,-86.5326,02/2009/11,4.8,26.9
336,336,336,156065,29,0,6,40.2966,-86.53,02/2009/11,2.8,32.1
337,337,337,156066,19,0,7,39.8167,-86.3632,02/2009/11,8.1,28.6
338,338,338,150102,9,0,6,41.4449,-96.8318,03/2009/4,0,0
339,339,339,157493,1,0,6,43.827,-98.0814,03/2009/24,6.9,2.5
340,340,340,159929,5,0,8,38.2842,-93.0036,04/2009/27,2.1,37
341,341,341,159930,12,0,8,37.9829,-94.565,04/2009/27,12.9,23.2
342,342,342,159937,0,0,8,37.0031,-95.0287,04/2009/29,11.7,14.2
343,343,343,160986,7,0,8,30.9835,-90.217,03/2009/27,74.2,225.5
344,344,344,160987,158,0,8,29.6,-90.72,03/2009/27,11.6,22.8
345,345,345,160988,10,0,8,29.73,-90.6,03/2009/27,14.6,23.4
346,346,346,160990,9,0,8,29.87,-89.98,03/2009/27,15.8,17.4
347,347,347,156242,21,0,7,40.0446,-86.9432,02/2009/11,1.9,38.4
348,348,348,156249,5,0,6,40.1595,-87.4457,02/2009/11,2.6,57.2
